 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: Menor 1 ano
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"313990 Maria da Fé";9;13;14;36
"314000 Mariana";23;29;18;70
"314010 Marilac";2;3;4;9
"314020 Maripá de Minas";-;-;1;1
"314030 Marliéria";-;2;2;4
"314040 Marmelópolis";-;-;3;3
"314050 Martinho Campos";6;7;9;22
"314055 Mata Verde";-;2;-;2
"314060 Materlândia";3;6;4;13
"314070 Mateus Leme";16;12;12;40
"314080 Matias Barbosa";4;5;9;18
"314085 Matias Cardoso";1;1;1;3
"314090 Matipó";23;22;23;68
"314100 Mato Verde";5;2;3;10
"314110 Matozinhos";21;24;14;59
"314120 Matutina";-;1;-;1
"314130 Medeiros";1;1;-;2
"314140 Medina";1;1;1;3
"314150 Mendes Pimentel";4;3;4;11
"314160 Mercês";5;6;7;18
"314170 Mesquita";5;8;11;24
"314180 Minas Novas";5;1;2;8
"314190 Minduri";5;1;1;7
"314200 Mirabela";8;4;6;18
"314210 Miradouro";8;7;4;19
"314220 Miraí";13;19;12;44
"314230 Moeda";6;-;2;8
"314240 Moema";-;3;2;5
"314250 Monjolos";-;1;-;1
"314260 Monsenhor Paulo";5;4;2;11
"314270 Montalvânia";-;4;2;6
"314280 Monte Alegre de Minas";3;10;4;17
"314290 Monte Azul";12;12;8;32
"314300 Monte Belo";8;4;7;19
"314310 Monte Carmelo";22;27;35;84
"314320 Monte Santo de Minas";5;12;11;28
"314340 Monte Sião";3;5;4;12
"314330 Montes Claros";174;235;191;600
"314345 Montezuma";2;-;-;2
"314350 Morada Nova de Minas";6;3;6;15
"314360 Morro da Garça";1;-;-;1
"314370 Morro do Pilar";6;6;8;20
"314380 Munhoz";1;3;1;5
"314390 Muriaé";25;6;10;41
"314400 Mutum";17;10;17;44
"314410 Muzambinho";6;6;14;26
"314420 Nacip Raydan";3;-;-;3
"314430 Nanuque";57;54;49;160
"314440 Natércia";5;3;2;10
"314450 Nazareno";6;3;3;12
"314460 Nepomuceno";16;13;16;45
"314470 Nova Era";12;10;11;33
"314480 Nova Lima";36;53;31;120
"314490 Nova Módica";2;-;-;2
"314500 Nova Ponte";4;5;2;11
"314510 Nova Resende";6;2;2;10
"314520 Nova Serrana";14;6;8;28
"313660 Nova União";3;3;1;7
"314530 Novo Cruzeiro";20;14;17;51
"314540 Olaria";-;1;2;3
"314550 Olímpio Noronha";2;1;2;5
"314560 Oliveira";22;18;25;65
"314570 Oliveira Fortes";-;3;1;4
"314580 Onça de Pitangui";1;-;-;1
"314590 Ouro Branco";13;15;11;39
"314600 Ouro Fino";12;11;11;34
"314610 Ouro Preto";71;49;42;162
"314620 Ouro Verde de Minas";4;3;7;14
"314640 Paineiras";2;-;-;2
"314650 Pains";6;2;1;9
"314660 Paiva";1;2;-;3
"314670 Palma";7;2;3;12
"314675 Palmópolis";1;-;1;2
"314690 Papagaios";8;3;7;18
"314710 Pará de Minas";45;48;55;148
"314700 Paracatu";52;48;41;141
"314720 Paraguaçu";11;7;12;30
"314730 Paraisópolis";5;11;8;24
"314740 Paraopeba";6;13;12;31
"314760 Passa Quatro";6;5;8;19
"314770 Passa Tempo";4;3;1;8
"314780 Passa-Vinte";2;2;-;4
"314750 Passabém";3;-;-;3
"314790 Passos";60;62;55;177
"314800 Patos de Minas";63;53;52;168
"314810 Patrocínio";35;40;33;108
"314820 Patrocínio do Muriaé";1;1;2;4
"314830 Paula Cândido";3;7;4;14
"314840 Paulistas";1;1;2;4
"314850 Pavão";2;-;-;2
"314860 Peçanha";37;33;36;106
"314870 Pedra Azul";29;27;27;83
"314880 Pedra do Anta";4;2;3;9
"314900 Pedra Dourada";1;2;3;6
"314910 Pedralva";6;7;7;20
"314915 Pedras de Maria da Cruz";9;4;3;16
"314920 Pedrinópolis";2;2;1;5
"314930 Pedro Leopoldo";38;28;27;93
"314950 Pequeri";2;-;1;3
"314960 Pequi";1;2;-;3
"314970 Perdigão";-;2;1;3
"314980 Perdizes";4;-;6;10
"314990 Perdões";3;6;7;16
"315010 Piau";-;-;1;1
"315020 Piedade de Ponte Nova";6;5;6;17
"315030 Piedade do Rio Grande";4;1;1;6
"315040 Piedade dos Gerais";1;2;3;6
"315050 Pimenta";2;4;-;6
"315060 Piracema";6;4;4;14
"315070 Pirajuba";2;1;-;3
"315080 Piranga";18;17;12;47
"315090 Piranguçu";1;-;1;2
"315100 Piranguinho";2;2;4;8
"315110 Pirapetinga";6;8;6;20
"315120 Pirapora";34;39;41;114
"315130 Piraúba";3;4;7;14
"315140 Pitangui";14;13;13;40
"315150 Piumhi";14;18;9;41
"315160 Planura";5;1;3;9
"315170 Poço Fundo";6;5;4;15
"315180 Poços de Caldas";55;80;66;201
"315190 Pocrane";2;5;7;14
"315200 Pompéu";15;17;28;60
"315210 Ponte Nova";50;56;32;138
"315220 Porteirinha";28;32;10;70
"315240 Poté";1;2;2;5
"315250 Pouso Alegre";43;45;38;126
"315260 Pouso Alto";4;3;2;9
"315270 Prados";1;5;6;12
"315280 Prata";9;11;7;27
"315290 Pratápolis";7;2;-;9
"315300 Pratinha";1;-;-;1
"315310 Presidente Bernardes";9;5;2;16
"315320 Presidente Juscelino";2;-;5;7
"315330 Presidente Kubitschek";4;3;2;9
"315340 Presidente Olegário";3;1;2;6
"315360 Prudente de Morais";6;6;6;18
"315370 Quartel Geral";-;1;-;1
"315380 Queluzito";-;2;-;2
"315390 Raposos";18;13;14;45
"315400 Raul Soares";21;13;17;51
"315410 Recreio";3;2;6;11
"315420 Resende Costa";9;6;8;23
"315430 Resplendor";9;8;10;27
"315440 Ressaquinha";1;3;1;5
"315450 Riacho dos Machados";-;2;2;4
"315460 Ribeirão das Neves";132;105;143;380
"315470 Ribeirão Vermelho";3;2;-;5
"315480 Rio Acima";3;6;2;11
"315490 Rio Casca";18;19;12;49
"315510 Rio do Prado";-;1;-;1
"315500 Rio Doce";1;1;2;4
"315520 Rio Espera";2;6;1;9
"315530 Rio Manso";2;-;4;6
"315540 Rio Novo";5;15;7;27
"315550 Rio Paranaíba";2;3;1;6
"315560 Rio Pardo de Minas";5;-;7;12
"315570 Rio Piracicaba";8;6;8;22
"315580 Rio Pomba";14;9;15;38
"315590 Rio Preto";7;2;4;13
"315600 Rio Vermelho";9;10;18;37
"315610 Ritápolis";3;-;1;4
"315620 Rochedo de Minas";2;1;1;4
"315630 Rodeiro";1;1;-;2
"315640 Romaria";-;-;1;1
"315650 Rubelita";-;-;1;1
"315660 Rubim";-;1;5;6
"315670 Sabará";70;64;58;192
"315680 Sabinópolis";15;19;17;51
"315690 Sacramento";7;8;8;23
"315700 Salinas";9;11;6;26
"315710 Salto da Divisa";13;3;3;19
"315720 Santa Bárbara";20;26;25;71
"315725 Santa Bárbara do Leste";2;1;1;4
"315730 Santa Bárbara do Tugúrio";2;3;6;11
"315740 Santa Cruz do Escalvado";2;2;3;7
"315750 Santa Efigênia de Minas";8;1;4;13
"315760 Santa Fé de Minas";-;-;2;2
"315770 Santa Juliana";1;-;3;4
"315780 Santa Luzia";141;137;124;402
"315790 Santa Margarida";12;10;15;37
"315800 Santa Maria de Itabira";10;7;7;24
"315810 Santa Maria do Salto";2;5;4;11
"315820 Santa Maria do Suaçuí";11;20;15;46
"315920 Santa Rita de Caldas";1;1;2;4
"315930 Santa Rita de Jacutinga";2;1;1;4
"315935 Santa Rita de Minas";2;5;-;7
"315950 Santa Rita do Itueto";-;-;2;2
"315960 Santa Rita do Sapucaí";15;19;17;51
"315970 Santa Rosa da Serra";1;-;-;1
"315980 Santa Vitória";5;8;4;17
"315830 Santana da Vargem";2;5;2;9
"315840 Santana de Cataguases";1;1;1;3
"315850 Santana de Pirapama";6;1;5;12
"315860 Santana do Deserto";3;3;1;7
"315870 Santana do Garambéu";2;1;1;4
"315880 Santana do Jacaré";2;1;3;6
"315890 Santana do Manhuaçu";6;2;1;9
"315895 Santana do Paraíso";3;5;6;14
"315900 Santana do Riacho";-;-;1;1
"315910 Santana dos Montes";2;1;-;3
"315990 Santo Antônio do Amparo";9;13;10;32
"316000 Santo Antônio do Aventureiro";-;-;1;1
"316010 Santo Antônio do Grama";9;5;6;20
"316020 Santo Antônio do Itambé";-;-;1;1
"316040 Santo Antônio do Monte";14;7;5;26
"316060 Santo Hipólito";1;-;-;1
"316070 Santos Dumont";20;40;23;83
"316080 São Bento Abade";2;1;4;7
"316090 São Brás do Suaçuí";1;4;2;7
"316100 São Domingos do Prata";11;9;11;31
"316110 São Francisco";18;29;33;80
"316120 São Francisco de Paula";10;4;6;20
"316130 São Francisco de Sales";-;2;2;4
"316140 São Francisco do Glória";2;1;3;6
"316150 São Geraldo";4;2;1;7
"316160 São Geraldo da Piedade";1;1;1;3
"316170 São Gonçalo do Abaeté";1;2;2;5
"316180 São Gonçalo do Pará";3;1;3;7
"316190 São Gonçalo do Rio Abaixo";6;7;1;14
"312550 São Gonçalo do Rio Preto";-;1;2;3
"316200 São Gonçalo do Sapucaí";15;14;13;42
"316210 São Gotardo";15;10;14;39
"316220 São João Batista do Glória";3;3;1;7
"316230 São João da Mata";-;1;2;3
"316240 São João da Ponte";5;8;11;24
"316250 São João del Rei";31;50;44;125
"316255 São João do Manhuaçu";5;3;1;9
"316257 São João do Manteninha";2;1;2;5
"316260 São João do Oriente";7;4;3;14
"316270 São João do Paraíso";4;4;-;8
"316280 São João Evangelista";9;7;12;28
"316290 São João Nepomuceno";18;14;13;45
"316295 São José da Lapa";4;2;7;13
"316300 São José da Safira";1;-;3;4
"316310 São José da Varginha";-;1;1;2
"316320 São José do Alegre";-;-;1;1
"316330 São José do Divino";-;1;-;1
"316340 São José do Goiabal";4;5;7;16
"316350 São José do Jacuri";5;6;5;16
"316360 São José do Mantimento";-;2;-;2
"316370 São Lourenço";15;26;21;62
"316380 São Miguel do Anta";1;3;-;4
"316390 São Pedro da União";5;4;2;11
"316410 São Pedro do Suaçuí";1;-;1;2
"316400 São Pedro dos Ferros";8;7;6;21
"316420 São Romão";2;4;9;15
"316430 São Roque de Minas";3;3;3;9
"316440 São Sebastião da Bela Vista";-;1;-;1
"316450 São Sebastião do Maranhão";7;3;2;12
"316460 São Sebastião do Oeste";-;1;3;4
"316470 São Sebastião do Paraíso";13;24;29;66
"316480 São Sebastião do Rio Preto";1;2;1;4
"316520 São Thomé das Letras";2;5;3;10
"316500 São Tiago";4;3;7;14
"316510 São Tomás de Aquino";-;4;-;4
"316530 São Vicente de Minas";4;4;7;15
"316540 Sapucaí-Mirim";1;4;2;7
"316550 Sardoá";-;1;-;1
"316557 Senador Amaral";3;-;1;4
"316560 Senador Cortes";3;1;1;5
"316570 Senador Firmino";4;5;3;12
"316580 Senador José Bento";1;-;2;3
"316590 Senador Modestino Gonçalves";1;3;4;8
"316600 Senhora de Oliveira";6;2;3;11
"316610 Senhora do Porto";-;1;1;2
"316620 Senhora dos Remédios";8;4;6;18
"316630 Sericita";3;6;3;12
"316640 Seritinga";-;1;-;1
"316650 Serra Azul de Minas";6;11;5;22
"316680 Serra do Salitre";2;4;1;7
"316670 Serra dos Aimorés";6;11;9;26
"316690 Serrania";3;7;4;14
"316700 Serranos";-;1;-;1
"316710 Serro";13;10;11;34
"316720 Sete Lagoas";125;123;118;366
"316730 Silveirânia";-;1;1;2
"316740 Silvianópolis";3;4;1;8
"316750 Simão Pereira";-;1;-;1
"316760 Simonésia";11;2;6;19
"316770 Sobrália";7;3;1;11
"316780 Soledade de Minas";2;1;-;3
"316790 Tabuleiro";1;4;-;5
"316800 Taiobeiras";19;19;24;62
"316810 Tapira";-;2;-;2
"316830 Taquaraçu de Minas";1;-;3;4
"316840 Tarumirim";11;10;4;25
"316850 Teixeiras";4;5;4;13
"316860 Teófilo Otoni";130;108;64;302
"316870 Timóteo";43;40;22;105
"316880 Tiradentes";5;2;4;11
"316890 Tiros";-;2;-;2
"316900 Tocantins";8;4;8;20
"316910 Toledo";5;5;5;15
"316920 Tombos";1;3;3;7
"316930 Três Corações";50;50;46;146
"316935 Três Marias";9;16;8;33
"316940 Três Pontas";24;24;31;79
"316950 Tumiritinga";5;3;2;10
"316960 Tupaciguara";5;13;3;21
"316970 Turmalina";3;5;3;11
"316980 Turvolândia";-;1;1;2
"316990 Ubá";56;53;51;160
"317000 Ubaí";1;3;3;7
"317005 Ubaporanga";5;9;7;21
"317010 Uberaba";112;108;104;324
"317020 Uberlândia";123;122;124;369
"317040 Unaí";16;31;36;83
"317050 Urucânia";5;6;5;16
"317052 Urucuia";2;1;-;3
"317060 Vargem Bonita";-;1;-;1
"317070 Varginha";59;56;63;178
"317080 Várzea da Palma";3;7;19;29
"317090 Varzelândia";6;4;7;17
"317100 Vazante";5;6;8;19
"317110 Veríssimo";-;1;1;2
"317120 Vespasiano";51;56;62;169
"317130 Viçosa";15;7;9;31
"317160 Virgem da Lapa";4;-;1;5
"317170 Virgínia";4;-;7;11
"317180 Virginópolis";11;11;14;36
"317200 Visconde do Rio Branco";19;16;20;55
"317210 Volta Grande";-;1;1;2
"317220 Wenceslau Braz";-;2;1;3
"310000 Município ignorado - MG";5;5;5;15
"320010 Afonso Cláudio";28;26;25;79
"320016 Água Doce do Norte";8;5;3;16
"320013 Águia Branca";3;6;4;13
"320020 Alegre";19;32;17;68
"320030 Alfredo Chaves";3;5;1;9
"320035 Alto Rio Novo";7;2;3;12
"320040 Anchieta";14;6;12;32
"320050 Apiacá";4;7;1;12
"320060 Aracruz";37;36;21;94
"320070 Atilio Vivacqua";3;2;-;5
"320080 Baixo Guandu";12;9;13;34
"320090 Barra de São Francisco";25;32;24;81
"320100 Boa Esperança";27;7;7;41
"320110 Bom Jesus do Norte";4;1;4;9
"320120 Cachoeiro de Itapemirim";103;107;69;279
"320130 Cariacica";168;171;143;482
"320140 Castelo";5;9;10;24
"320150 Colatina";56;39;41;136
"320160 Conceição da Barra";33;27;25;85
"320170 Conceição do Castelo";7;2;1;10
"320180 Divino de São Lourenço";3;3;3;9
"320190 Domingos Martins";9;12;12;33
"320200 Dores do Rio Preto";3;1;6;10
"320210 Ecoporanga";7;15;6;28
"320220 Fundão";4;10;5;19
"320230 Guaçuí";29;22;13;64
"320240 Guarapari";36;19;30;85
"320245 Ibatiba";13;15;19;47
"320250 Ibiraçu";-;1;2;3
"320255 Ibitirama";4;6;6;16
"320260 Iconha";2;1;3;6
"320265 Irupi";5;8;11;24
"320270 Itaguaçu";4;4;2;10
"320280 Itapemirim";38;36;31;105
"320290 Itarana";3;4;2;9
"320300 Iúna";34;15;26;75
"320305 Jaguaré";10;8;7;25
"320310 Jerônimo Monteiro";11;9;3;23
"320313 João Neiva";6;6;7;19
"320316 Laranja da Terra";1;2;2;5
"320320 Linhares";70;60;78;208
"320330 Mantenópolis";10;14;12;36
"320334 Marechal Floriano";2;4;3;9
"320335 Marilândia";10;1;1;12
"320340 Mimoso do Sul";16;9;15;40
"320350 Montanha";29;10;12;51
"320360 Mucurici";8;-;2;10
"320370 Muniz Freire";12;12;12;36
"320380 Muqui";4;7;8;19
"320390 Nova Venécia";42;31;18;91
"320400 Pancas";14;16;18;48
"320405 Pedro Canário";73;40;59;172
"320410 Pinheiros";14;18;21;53
"320420 Piúma";2;4;3;9
"320430 Presidente Kennedy";4;2;1;7
"320435 Rio Bananal";3;7;5;15
"320440 Rio Novo do Sul";6;1;4;11
"320450 Santa Leopoldina";4;3;2;9
"320455 Santa Maria de Jetibá";8;16;7;31
"320460 Santa Teresa";5;6;7;18
"320465 São Domingos do Norte";6;6;3;15
"320470 São Gabriel da Palha";17;15;17;49
"320480 São José do Calçado";9;6;7;22
"320490 São Mateus";53;49;55;157
"320500 Serra";149;121;137;407
"320503 Vargem Alta";6;4;7;17
"320506 Venda Nova do Imigrante";6;8;9;23
"320510 Viana";19;26;20;65
"320515 Vila Pavão";4;3;4;11
"320520 Vila Velha";124;122;133;379
"320530 Vitória";139;118;102;359
