 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 1 a 4 anos
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"510250 Cáceres";7;6;8;21
"510260 Campinápolis";1;1;1;3
"510263 Campo Novo do Parecis";2;1;1;4
"510270 Canarana";1;1;1;3
"510285 Castanheira";1;-;-;1
"510305 Cláudia";-;-;1;1
"510310 Cocalinho";-;-;1;1
"510320 Colíder";4;4;3;11
"510330 Comodoro";1;1;3;5
"510335 Confresa";-;-;2;2
"510340 Cuiabá";37;44;58;139
"510345 Denise";1;2;-;3
"510350 Diamantino";-;2;1;3
"510360 Dom Aquino";1;-;-;1
"510395 Glória D'Oeste";-;-;1;1
"510410 Guarantã do Norte";2;2;1;5
"510420 Guiratinga";-;6;1;7
"510450 Indiavaí";-;1;-;1
"510455 Itaúba";2;-;-;2
"510460 Itiquira";1;-;-;1
"510480 Jaciara";-;3;1;4
"510490 Jangada";-;-;1;1
"510500 Jauru";-;-;1;1
"510510 Juara";4;3;3;10
"510515 Juína";2;7;1;10
"510520 Juscimeira";-;-;2;2
"510525 Lucas do Rio Verde";-;-;1;1
"510558 Marcelândia";1;3;2;6
"510560 Matupá";-;1;3;4
"510562 Mirassol d'Oeste";3;3;3;9
"510590 Nobres";1;1;-;2
"510600 Nortelândia";2;2;1;5
"510610 Nossa Senhora do Livramento";1;1;-;2
"510615 Nova Bandeirantes";3;-;-;3
"510620 Nova Brasilândia";-;1;-;1
"510621 Nova Canaã do Norte";-;-;2;2
"510890 Nova Maringá";1;1;1;3
"510622 Nova Mutum";1;2;1;4
"510623 Nova Olímpia";-;3;1;4
"510625 Nova Xavantina";2;3;2;7
"510628 Novo São Joaquim";2;1;-;3
"510629 Paranaíta";1;3;-;4
"510630 Paranatinga";3;3;2;8
"510637 Pedra Preta";1;3;-;4
"510642 Peixoto de Azevedo";8;9;4;21
"510650 Poconé";8;4;9;21
"510670 Ponte Branca";-;-;1;1
"510675 Pontes e Lacerda";6;8;5;19
"510677 Porto Alegre do Norte";2;1;3;6
"510680 Porto dos Gaúchos";-;2;-;2
"510682 Porto Esperidião";-;1;2;3
"510700 Poxoréo";-;1;2;3
"510704 Primavera do Leste";5;1;3;9
"510706 Querência";-;-;1;1
"510720 Rio Branco";-;1;-;1
"510760 Rondonópolis";10;13;8;31
"510770 Rosário Oeste";-;2;2;4
"510775 Salto do Céu";-;1;-;1
"510777 Santa Terezinha";1;1;-;2
"510726 Santo Afonso";1;-;1;2
"510780 Santo Antônio do Leverger";-;1;-;1
"510785 São Félix do Araguaia";-;1;1;2
"510730 São José do Rio Claro";2;2;-;4
"510735 São José do Xingu";1;-;-;1
"510710 São José dos Quatro Marcos";3;-;3;6
"510790 Sinop";5;1;6;12
"510792 Sorriso";7;5;3;15
"510795 Tangará da Serra";4;5;5;14
"510800 Tapurah";1;1;1;3
"510810 Tesouro";-;-;1;1
"510820 Torixoréu";-;-;1;1
"510840 Várzea Grande";14;11;6;31
"510850 Vera";3;1;3;7
"510550 Vila Bela da Santíssima Trindade";-;-;3;3
"510860 Vila Rica";1;1;3;5
"510000 Município ignorado - MT";-;2;-;2
"520010 Abadiânia";-;1;-;1
"520013 Acreúna";1;1;-;2
"520015 Adelândia";1;-;-;1
"520030 Alexânia";-;-;2;2
"520060 Alto Paraíso de Goiás";-;1;-;1
"520085 Americano do Brasil";-;-;1;1
"520110 Anápolis";23;17;19;59
"520140 Aparecida de Goiânia";23;25;22;70
"520170 Aragarças";1;1;-;2
"520215 Araguapaz";-;-;2;2
"520235 Arenópolis";1;-;-;1
"520250 Aruanã";-;3;1;4
"520320 Barro Alto";-;3;-;3
"520330 Bela Vista de Goiás";2;1;1;4
"520340 Bom Jardim de Goiás";1;3;1;5
"520350 Bom Jesus de Goiás";2;1;4;7
"520380 Britânia";-;2;2;4
"520400 Cabeceiras";-;1;-;1
"520410 Cachoeira Alta";1;-;2;3
"520425 Cachoeira Dourada";-;-;2;2
"520430 Caçu";1;1;-;2
"520440 Caiapônia";1;1;-;2
"520450 Caldas Novas";2;6;2;10
"520470 Campinorte";1;1;1;3
"520495 Campos Verdes";1;3;-;4
"520500 Carmo do Rio Verde";1;1;-;2
"520505 Castelândia";-;1;-;1
"520510 Catalão";2;3;1;6
"520520 Caturaí";-;-;1;1
"520530 Cavalcante";-;1;-;1
"520540 Ceres";1;2;-;3
"520545 Cezarina";1;-;-;1
"520549 Cidade Ocidental";-;-;1;1
"520552 Colinas do Sul";-;-;1;1
"520580 Corumbá de Goiás";1;3;-;4
"520620 Cristalina";6;2;4;12
"520640 Crixás";4;2;-;6
"520650 Cromínia";-;-;1;1
"520710 Diorama";-;1;-;1
"520725 Doverlândia";-;-;2;2
"520735 Edealina";1;1;-;2
"520740 Edéia";1;1;2;4
"520753 Faina";1;1;-;2
"520760 Fazenda Nova";-;2;1;3
"520780 Firminópolis";1;2;-;3
"520790 Flores de Goiás";-;-;1;1
"520800 Formosa";7;8;10;25
"520840 Goianápolis";1;-;2;3
"520860 Goianésia";5;3;3;11
"520870 Goiânia";75;94;110;279
"520880 Goianira";1;2;6;9
"520890 Goiás";1;2;4;7
"520910 Goiatuba";1;-;4;5
"520920 Guapó";1;-;-;1
"520940 Guarani de Goiás";3;1;1;5
"520960 Heitoraí";1;-;-;1
"520970 Hidrolândia";3;-;-;3
"520980 Hidrolina";-;-;1;1
"520990 Iaciara";-;-;1;1
"521000 Inhumas";3;1;2;6
"521010 Ipameri";4;3;-;7
"521020 Iporá";3;1;1;5
"521030 Israelândia";-;-;2;2
"521040 Itaberaí";2;-;-;2
"521056 Itaguari";3;-;-;3
"521060 Itaguaru";1;-;-;1
"521090 Itapaci";-;2;2;4
"521100 Itapirapuã";2;1;-;3
"521120 Itapuranga";-;2;1;3
"521130 Itarumã";-;-;1;1
"521140 Itauçu";-;-;1;1
"521150 Itumbiara";4;6;7;17
"521160 Ivolândia";-;1;-;1
"521180 Jaraguá";2;3;2;7
"521190 Jataí";6;6;3;15
"521210 Joviânia";-;1;-;1
"521220 Jussara";1;1;3;5
"521230 Leopoldo de Bulhões";-;2;1;3
"521250 Luziânia";38;24;34;96
"521280 Mara Rosa";-;1;1;2
"521300 Maurilândia";3;-;1;4
"521308 Minaçu";2;7;2;11
"521310 Mineiros";5;-;2;7
"521350 Monte Alegre de Goiás";-;1;-;1
"521370 Montes Claros de Goiás";1;-;-;1
"521375 Montividiu";1;1;-;2
"521380 Morrinhos";3;5;2;10
"521390 Mossâmedes";4;2;1;7
"521400 Mozarlândia";-;3;2;5
"521440 Nazário";-;1;-;1
"521450 Nerópolis";2;-;2;4
"521460 Niquelândia";4;1;5;10
"521470 Nova América";-;1;-;1
"521483 Nova Crixás";1;2;2;5
"521486 Nova Glória";1;-;-;1
"521520 Novo Brasil";-;-;1;1
"521530 Orizona";2;-;1;3
"521560 Padre Bernardo";4;4;4;12
"521570 Palmeiras de Goiás";-;3;2;5
"521590 Palminópolis";-;-;1;1
"521600 Panamá";-;-;1;1
"521630 Paranaiguara";-;-;1;1
"521640 Paraúna";1;4;-;5
"521710 Piracanjuba";1;5;1;7
"521730 Pirenópolis";4;1;-;5
"521740 Pires do Rio";-;-;3;3
"521760 Planaltina";12;5;7;24
"521800 Porangatu";2;1;2;5
"521810 Portelândia";1;1;-;2
"521830 Posse";3;3;3;9
"521850 Quirinópolis";4;2;3;9
"521870 Rianápolis";2;1;-;3
"521880 Rio Verde";8;10;8;26
"521890 Rubiataba";-;1;2;3
"521900 Sanclerlândia";-;-;1;1
"521910 Santa Bárbara de Goiás";-;-;1;1
"521925 Santa Fé de Goiás";1;-;1;2
"521930 Santa Helena de Goiás";1;1;-;2
"521960 Santa Tereza de Goiás";1;-;1;2
"521970 Santa Terezinha de Goiás";2;-;1;3
"521971 Santo Antônio da Barra";1;-;-;1
"521975 Santo Antônio do Descoberto";8;9;9;26
"521980 São Domingos";-;-;1;1
"521990 São Francisco de Goiás";-;-;1;1
"522000 São João d'Aliança";1;2;1;4
"522010 São Luís de Montes Belos";2;-;6;8
"522020 São Miguel do Araguaia";1;3;1;5
"522040 São Simão";1;1;1;3
"522045 Senador Canedo";2;5;8;15
"522050 Serranópolis";1;-;2;3
"522060 Silvânia";1;1;1;3
"522108 Teresina de Goiás";2;-;-;2
"522119 Terezópolis de Goiás";-;2;1;3
"522130 Três Ranchos";1;-;-;1
"522140 Trindade";3;4;2;9
"522145 Trombas";-;-;3;3
"522160 Uruaçu";1;5;1;7
"522170 Uruana";-;-;1;1
"522180 Urutaí";-;-;1;1
"522190 Varjão";-;-;1;1
"522200 Vianópolis";2;-;-;2
"522205 Vicentinópolis";3;3;1;7
"520000 Município ignorado - GO";2;2;4;8
"530010 Brasília";149;176;163;488
"Total";15669;15494;13876;45039
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
